,Source,Month,Brand,Model,ENERGY LABEL EU,NOFROST SYSTEM,NET LTRS.,Quantity,PriceUSD,Elasticity,cluster_kmean_nd_9,cluster_kmean_t_sne,cluster_ier_centr_cos_7,cluster_ier_t_sne
745,Traditional Sales,2018-01-01,SAMSUNG,RB37J5010SA,3,1,367,4.388888888888889,497.4041279275555,-0.03178005622079893,3,8,3,8
746,Traditional Sales,2018-01-01,SNAIGE,RF31SM-S1CB21,3,0,279,13.112500000083335,344.93607624825,0.32022176438928024,4,3,7,10
759,Traditional Sales,2018-01-01,HITACHI,R-WB550PUC2 (GS),2,1,455,1.3636363636363635,929.3596730611819,-0.00152389828330524,8,6,2,4
760,Traditional Sales,2018-01-01,WHIRLPOOL,ART 9812,3,0,0,1.9090909090909092,641.6177028760001,0.00015109215616246406,9,1,7,6
763,Traditional Sales,2018-01-01,BOSCH,KGV39VW31,4,0,343,8.933333333333334,420.80980049424994,-0.15152555970602577,4,8,5,10
765,Traditional Sales,2018-01-01,ELECTROLUX,EJ2801AOX2,3,0,265,4.809090909090909,310.7064415177272,0.051123873395000886,4,3,7,9
768,Traditional Sales,2018-01-01,SAMSUNG,RB31HSR2DWW,3,1,306,7.022222222222222,429.3049032148889,-0.02531631754040968,3,8,3,8
770,Traditional Sales,2018-01-01,HITACHI,R-WB550PUC2 (GBW),2,1,430,2.4166666666666665,1040.0384860628333,0.023891735257583212,8,6,2,4
777,Traditional Sales,2018-01-01,ATLANT,XM 6024-180,3,0,342,3.5416666666666665,407.50948904166665,-0.024709715389947196,4,8,7,10
778,Traditional Sales,2018-01-01,ELECTROLUX,ENN92811BW,3,1,277,3.784036144583333,654.648472815,0.010164372643880069,3,1,3,6
780,Traditional Sales,2018-01-01,SNAIGE,RF270-1103AA,3,0,231,5.909090909090909,275.26867324254545,-0.550204315109451,4,4,7,1
785,Traditional Sales,2018-01-01,MIELE,K37222ID,4,0,325,1.6666666666666667,1647.097841232111,-0.0007727254773374523,2,6,5,4
787,Traditional Sales,2018-01-01,LIEBHERR,CTPSL 2541,4,0,231,6.825,321.037414381,0.10332395893719662,4,4,5,1
791,Traditional Sales,2018-01-01,WHIRLPOOL,WBA 4398 NFC IX AQUA,3,1,414,2.2,766.3182931985,-0.0025034521745753236,3,1,2,6
792,Traditional Sales,2018-01-01,ATLANT,XM 4011-100,3,0,306,3.9666666666666663,305.07860744650003,0.04879036434277385,4,3,7,9
794,Traditional Sales,2018-01-01,MIELE,K 37272 ID,4,0,301,3.6666666666666665,1673.4113972668335,0.005584218171469669,2,6,5,4
795,Traditional Sales,2018-01-01,ZANUSSI,ZRT18100WA,3,0,173,7.066666666666666,214.65406632308336,-0.23131332210740566,9,2,7,3
806,Traditional Sales,2018-01-01,SNAIGE,RF34SM-S1DA21,3,0,302,6.625,334.9071909335,0.013928302845312223,4,3,7,10
809,Traditional Sales,2018-01-01,SNAIGE,RF31SM-S1MA21,2,0,279,3.0000826446363633,320.9615897009999,0.038510432953908054,1,3,7,10
818,Traditional Sales,2018-01-01,BEKO,TS190020,3,0,88,7.407030303099999,168.9012075087,0.07319662962592996,9,2,7,2
832,Traditional Sales,2018-01-01,ATLANT,MX-2822,2,0,205,2.7777777777777777,249.09402760477775,0.11258450243557247,1,4,7,1
834,Traditional Sales,2018-01-01,LIBERTY,HRF-360 NX,3,1,338,5.636363636363637,439.32600469418173,0.00017734424136624932,3,8,3,8
835,Traditional Sales,2018-01-01,NORD,B 239 (S),3,0,253,5.1,280.99005639710003,0.12110199738086931,4,4,7,1
836,Traditional Sales,2018-01-01,LIBERTY,HRF-360 NW,3,1,338,3.3909090909090907,419.6446351324546,-0.06076112482295661,3,8,3,10
838,Traditional Sales,2018-01-01,GORENJE,NRK612ORAW-L,4,1,307,1.6,1039.5673183150998,-0.010583325121364345,2,6,4,4
841,Traditional Sales,2018-01-01,PRIME TECHNIC,RTS 1401 M,3,0,212,14.192272727299999,183.3785038409,0.35417719309342993,9,2,7,3
842,Traditional Sales,2018-01-01,SMART,SD100WA 11N TM,2,0,93,50.8000909091,119.28436726340001,1.1068660675212072,9,2,7,2
843,Traditional Sales,2018-01-01,PRIME TECHNIC,RFS 1711 M,3,0,273,3.5545454545454547,254.56391637918185,-0.13774302746557643,4,4,7,1
845,Traditional Sales,2018-01-01,LIBERTY,SSBS-430 SS,3,1,429,2.033333333333333,624.5408203082221,0.008384526619105322,3,5,2,7
852,Traditional Sales,2018-01-01,HITACHI,R-B410PUC6INX,3,1,330,5.909090909090909,540.5342199266362,-0.08135003708990543,3,5,3,7
857,Traditional Sales,2018-01-01,BEKO,RCNA355E21PT,3,1,321,21.927986801,468.4965473781818,-0.10874502738340566,3,8,3,8
864,Traditional Sales,2018-01-01,HITACHI,R-W660PUC3GBE,4,1,550,5.05826923075,1163.1265783803335,-0.03608355512022744,8,6,4,4
870,Traditional Sales,2018-01-01,SAMSUNG,RB30J3000WW / UA,3,1,311,9.857407407444446,450.63112952033333,0.19836467225209214,3,8,3,8
871,Traditional Sales,2018-01-01,BEKO,RCNA320E21W,3,1,287,5.088912143333333,414.95291873316665,0.022783216153638913,3,8,3,8
874,Traditional Sales,2018-01-01,BEKO,RCSA330K20PT,3,0,295,4.111111111111111,326.70216033944445,0.03555126148823687,4,3,7,10
880,Traditional Sales,2018-01-01,BEKO,RCSA300K20W,3,0,291,3.4444444444444446,306.0548108427778,0.027250830135312133,4,3,7,9
894,Traditional Sales,2018-01-01,LIEBHERR,CTN 5215,4,1,418,2.0,718.9804188949166,0.0025663310705714443,2,1,4,6
897,Traditional Sales,2018-01-01,LIEBHERR,CTNEF 5215,4,1,418,1.6666666666666667,823.5142846704446,-0.00011833252704350787,2,6,4,4
904,Traditional Sales,2018-01-01,CANDY,CKBBS 100,3,0,250,3.111111111111111,405.33093874300005,-0.007120989737587173,4,8,7,8
906,Traditional Sales,2018-01-01,SNAIGE,RF300-1801AA,3,0,302,16.007874852454545,260.9264722986363,0.5084581949769796,4,4,7,1
909,Traditional Sales,2018-01-01,ATLANT,XM 4421-109 ND,3,1,285,4.29090909090909,428.05731154200004,-0.027332794731776633,3,8,3,8
923,Traditional Sales,2018-01-01,SNAIGE,RF 34 SM S1CB21,3,0,302,4.1,361.2216970664,0.021448250260375487,4,3,7,10
925,Traditional Sales,2018-01-01,GORENJE,R6192LB,4,0,368,3.6,690.9994876352,-0.008364703372691875,2,1,5,6
931,Traditional Sales,2018-01-01,INDESIT,DF 4161 W,3,1,256,3.7600000000000002,360.9444626631,0.0201162614422539,3,8,3,8
945,Traditional Sales,2018-01-01,SNAIGE,RF34SM-S1CI21,3,0,302,2.1818181818181817,338.4318542600001,0.00811730335521498,4,3,7,10
952,Traditional Sales,2018-01-01,ELECTROLUX,EN93852JW,3,1,357,3.6916666666666664,508.15604412350007,0.018558401075416408,3,5,3,7
975,Traditional Sales,2018-01-01,SHARP,SJ-BA10-IEXW1,3,1,324,4.0636363636363635,451.3006849825455,0.008372059961795169,3,8,3,8
